Time(s),Position(V)
0.356000,-0.732067
3.378000,-0.748167
6.378000,-0.720322
9.377000,-0.695662
12.378000,-0.853564
15.377000,-0.705830
18.377000,-0.694432
21.377000,-0.685528
24.375000,-0.667586
27.375000,-0.649260
30.376000,-0.629488
33.376000,-0.606250
36.376000,-0.582895
39.374000,-0.583769
42.374000,-0.540348
45.374000,-0.526954
48.375000,-0.486956
51.375000,-0.443956
54.374000,-0.394671
57.374000,-0.357854
60.374000,-0.317836
63.373000,-0.279684
66.373000,-0.266232
69.374000,-0.194993
72.372000,-0.150909
75.372000,-0.103221
78.372000,-0.055438
81.372000,-0.005674
84.372000,0.046175
87.371000,0.100097
90.371000,0.155383
93.371000,0.203322
96.371000,0.259168
99.371000,0.313362
102.369000,0.370456
105.369000,0.428954
108.370000,0.483444
111.370000,0.542520
114.370000,0.606199
117.370000,0.672808
120.368000,0.736007
123.368000,0.786180
126.369000,0.838702
129.369000,0.891016
132.369000,0.976699
135.367000,1.014440
138.367000,1.102408
141.367000,1.168395
144.367000,1.234052
147.368000,1.300280
150.368000,1.366400
153.366000,1.431945
156.366000,1.495692
159.366000,1.563783
162.366000,1.633326
165.366000,1.698823
168.366000,1.768764
171.366000,1.836260
174.366000,1.891158
177.364000,1.967370
180.364000,2.039024
183.364000,2.112255
186.365000,2.183063
189.364000,2.252194
192.364000,2.319918
195.364000,2.380898
198.362000,2.444658
201.362000,2.506413
204.363000,2.569728
207.363000,2.631278
210.363000,2.692414
213.362000,2.750511
216.362000,2.805283
219.362000,2.863288
222.360000,2.921643
225.361000,2.976623
228.361000,3.028492
231.361000,3.086993
234.361000,3.148836
237.360000,3.213133
240.360000,3.278390
243.360000,3.344458
246.360000,3.404958
249.360000,3.461328
252.360000,3.509597
255.358000,3.559032
258.358000,3.604517
261.358000,3.647595
264.359000,3.686277
267.359000,3.728478
270.357000,3.766311
273.357000,3.805000
276.357000,3.838131
279.357000,3.887352
282.358000,3.930661
285.358000,3.973821
288.356000,4.016477
291.356000,4.057271
294.356000,4.098618
297.356000,4.135394
300.356000,4.171550
303.355000,4.199756
306.356000,4.226761
309.356000,4.249799
312.354000,4.273075
315.354000,4.281057
318.354000,4.315426
321.355000,4.335326
324.355000,4.348798
327.353000,4.349556
330.353000,4.367451
333.353000,4.373703
336.353000,4.399715
339.353000,4.416927
342.352000,4.423923
345.352000,4.414683
348.352000,4.427676
351.352000,4.438201
354.352000,4.436501
357.352000,4.443330
360.351000,4.445914
363.351000,4.449195
366.351000,4.438476
369.351000,4.429056
372.351000,4.447848
375.349000,4.425980
378.349000,4.416067
381.350000,4.402928
384.350000,4.395565
387.349000,4.384646
390.349000,4.373849
393.349000,4.360605
396.349000,4.348016
399.349000,4.335931
402.349000,4.319896
405.349000,4.305204
408.348000,4.288332
411.348000,4.270094
414.346000,4.249925
417.346000,4.229542
420.347000,4.208278
423.347000,4.183248
426.347000,4.159788
429.345000,4.128758
432.345000,4.097595
435.345000,4.067999
438.346000,4.029263
441.345000,3.987670
444.345000,3.947053
447.345000,3.909588
450.345000,3.868992
453.345000,3.833338
456.343000,3.796872
459.344000,3.764791
462.345000,3.731684
465.343000,3.697832
468.343000,3.665109
471.343000,3.630927
474.343000,3.596606
477.344000,3.562717
480.342000,3.526071
483.342000,3.488728
486.342000,3.449709
489.342000,3.409269
492.342000,3.365861
495.340000,3.318071
498.341000,3.269802
501.341000,3.220055
504.341000,3.171616
507.341000,3.122439
510.339000,3.075068
513.339000,3.029661
516.340000,2.984934
519.340000,2.944222
522.340000,2.902127
525.340000,2.861663
528.338000,2.821981
531.338000,2.783629
534.338000,2.744304
537.339000,2.703785
540.339000,2.665110
543.337000,2.627080
546.337000,2.588673
549.337000,2.552146
552.337000,2.512895
555.338000,2.474798
558.336000,2.439151
561.336000,2.399989
564.336000,2.359726
567.336000,2.324732
570.336000,2.288296
573.334000,2.250287
576.335000,2.212924
579.335000,2.176879
582.335000,2.140760
585.334000,2.109114
588.334000,2.072206
591.334000,2.037906
594.335000,2.005570
597.335000,1.971875
600.333000,1.941643
603.333000,1.909664
606.333000,1.881068
609.333000,1.853611
612.333000,1.824134
615.333000,1.802619
618.333000,1.776830
621.333000,1.749614
624.331000,1.731441
627.331000,1.708603
630.331000,1.688186
633.330000,1.666572
636.331000,1.652516
639.331000,1.632523
642.331000,1.614180
645.329000,1.600915
648.329000,1.591118
651.329000,1.571136
654.330000,1.563120
657.330000,1.551161
660.330000,1.539011
663.328000,1.530886
666.328000,1.530465
669.328000,1.519233
672.328000,1.522031
675.329000,1.508739
678.327000,1.506879
681.328000,1.527738
684.328000,1.505387
687.326000,1.521089
