Time(s),Position(V)
0.358000,-5.185110
3.382000,-5.195553
6.380000,-5.185467
9.381000,-5.182553
12.381000,-5.186096
15.381000,-5.176465
18.380000,-5.142970
21.381000,-5.108802
24.380000,-5.076181
27.379000,-5.027667
30.380000,-4.992642
33.380000,-4.935304
36.379000,-4.891264
39.379000,-4.870847
42.379000,-4.818386
45.377000,-4.751362
48.377000,-4.672726
51.378000,-4.613443
54.378000,-4.569834
57.378000,-4.525754
60.378000,-4.449157
63.376000,-4.350426
66.376000,-4.273221
69.376000,-4.221498
72.376000,-4.144892
75.376000,-4.055697
78.376000,-3.953981
81.376000,-3.870664
84.376000,-3.810174
87.374000,-3.716879
90.375000,-3.589433
93.375000,-3.493871
96.375000,-3.421649
99.375000,-3.308158
102.373000,-3.179462
105.373000,-3.073307
108.374000,-2.988813
111.374000,-2.894940
114.374000,-2.769140
117.372000,-2.643428
120.372000,-2.539527
123.372000,-2.448537
126.372000,-2.332979
129.373000,-2.196766
132.373000,-2.080110
135.371000,-1.981339
138.371000,-1.881160
141.371000,-1.762522
144.370000,-1.631537
147.371000,-1.504724
150.371000,-1.396917
153.371000,-1.290354
156.369000,-1.190954
159.369000,-1.073914
162.369000,-0.939567
165.369000,-0.816520
168.370000,-0.724272
171.370000,-0.594389
174.368000,-0.502539
177.368000,-0.375753
180.368000,-0.270091
183.368000,-0.147336
186.369000,-0.039073
189.367000,0.072143
192.367000,0.184438
195.367000,0.286942
198.366000,0.384041
201.366000,0.490903
204.366000,0.596755
207.367000,0.700731
210.367000,0.793801
213.365000,0.873288
216.365000,0.980731
219.365000,1.067339
222.365000,1.160345
225.366000,1.245284
228.364000,1.329359
231.364000,1.413622
234.364000,1.491225
237.364000,1.567434
240.364000,1.638030
243.364000,1.715970
246.363000,1.789385
249.363000,1.854767
252.362000,1.909321
255.362000,1.980271
258.362000,2.041349
261.362000,2.098559
264.362000,2.147708
267.362000,2.196375
270.362000,2.252017
273.362000,2.295493
276.360000,2.338727
279.360000,2.356248
282.360000,2.401526
285.360000,2.429833
288.360000,2.458263
291.360000,2.477106
294.360000,2.498342
297.360000,2.513110
300.358000,2.528785
303.359000,2.516101
306.359000,2.538259
309.359000,2.521421
312.359000,2.527534
315.357000,2.536063
318.357000,2.511291
321.357000,2.503088
324.358000,2.491465
327.358000,2.473982
330.358000,2.457035
333.356000,2.436499
336.357000,2.410514
339.355000,2.382020
342.356000,2.351363
345.356000,2.316798
348.355000,2.276507
351.355000,2.233813
354.355000,2.189355
357.355000,2.140903
360.355000,2.091434
363.354000,2.039252
366.354000,1.982382
369.354000,1.922559
372.354000,1.860311
375.354000,1.798801
378.354000,1.731947
381.353000,1.663710
384.353000,1.594460
387.353000,1.522717
390.353000,1.447290
393.353000,1.372839
396.351000,1.295657
399.351000,1.214675
402.352000,1.135464
405.352000,1.054659
408.352000,0.969095
411.352000,0.881195
414.350000,0.796188
417.350000,0.706279
420.351000,0.616265
423.350000,0.523480
426.350000,0.429277
429.350000,0.332831
432.350000,0.235141
435.348000,0.136832
438.348000,0.036911
441.349000,-0.063220
444.349000,-0.166621
447.349000,-0.267830
450.347000,-0.366836
453.347000,-0.472794
456.347000,-0.563556
459.348000,-0.673025
462.348000,-0.778269
465.348000,-0.885264
468.346000,-0.996603
471.347000,-1.112644
474.345000,-1.219883
477.345000,-1.315544
480.346000,-1.409947
483.345000,-1.508864
486.345000,-1.617436
489.345000,-1.732522
492.345000,-1.850255
495.345000,-1.952487
498.343000,-2.041390
501.344000,-2.130442
504.344000,-2.233745
507.344000,-2.353610
510.344000,-2.465629
513.342000,-2.551506
516.343000,-2.632753
519.344000,-2.725171
522.342000,-2.836969
525.342000,-2.949920
528.342000,-3.032343
531.342000,-3.103368
534.342000,-3.189500
537.341000,-3.305051
540.341000,-3.407552
543.341000,-3.478723
546.341000,-3.545135
549.341000,-3.625090
552.341000,-3.730188
555.339000,-3.819454
558.340000,-3.881950
561.340000,-3.939129
564.340000,-4.011238
567.340000,-4.106179
570.338000,-4.184206
573.338000,-4.239216
576.338000,-4.288896
579.339000,-4.341030
582.339000,-4.414612
585.337000,-4.494951
588.337000,-4.548496
591.337000,-4.588436
594.337000,-4.628353
597.338000,-4.669313
600.338000,-4.719530
603.336000,-4.781553
606.336000,-4.836179
609.336000,-4.875636
612.336000,-4.905096
615.336000,-4.930531
618.335000,-4.955983
621.335000,-4.981244
624.335000,-5.013077
627.335000,-5.044814
630.335000,-5.075732
633.333000,-5.101208
636.334000,-5.125402
639.334000,-5.140652
642.334000,-5.152274
645.334000,-5.161368
648.332000,-5.159740
651.332000,-5.166328
654.332000,-5.150847
657.333000,-5.126370
660.333000,-5.146839
663.333000,-5.117848
666.331000,-5.102170
669.331000,-5.085400
672.331000,-5.058072
675.332000,-5.029159
678.332000,-4.994624
681.330000,-4.963631
684.330000,-4.942609
687.330000,-4.916257
690.330000,-4.891549
693.330000,-4.866930
696.329000,-4.834435
699.329000,-4.794627
702.329000,-4.742680
705.329000,-4.682482
708.329000,-4.630369
711.329000,-4.592941
714.329000,-4.556033
717.329000,-4.519104
720.327000,-4.472212
723.327000,-4.406011
726.327000,-4.327242
729.327000,-4.271889
732.327000,-4.226285
735.327000,-4.179032
738.327000,-4.123322
741.327000,-4.048728
744.327000,-3.961450
747.325000,-3.897370
750.325000,-3.847262
753.326000,-3.792939
756.326000,-3.724987
759.326000,-3.629248
762.324000,-3.543530
765.324000,-3.480079
768.324000,-3.422462
771.324000,-3.357209
774.325000,-3.271084
777.323000,-3.169379
780.323000,-3.087693
783.323000,-3.025704
786.323000,-2.963055
789.323000,-2.892513
792.322000,-2.798365
795.322000,-2.692710
798.322000,-2.613407
801.322000,-2.546445
804.322000,-2.479275
807.320000,-2.404860
810.320000,-2.313085
813.321000,-2.213280
816.321000,-2.122556
819.321000,-2.047914
822.321000,-1.979411
825.319000,-1.908223
828.319000,-1.830375
831.320000,-1.745586
834.320000,-1.655466
837.320000,-1.566526
840.318000,-1.485014
843.318000,-1.410865
846.318000,-1.340809
849.318000,-1.270124
852.319000,-1.198140
855.319000,-1.124953
858.318000,-1.048129
861.318000,-0.966409
864.316000,-0.888486
867.316000,-0.828234
870.317000,-0.765001
873.317000,-0.678947
876.317000,-0.606372
879.315000,-0.562876
882.315000,-0.507509
885.316000,-0.424110
888.314000,-0.365343
891.315000,-0.293622
894.315000,-0.261945
897.315000,-0.176255
900.315000,-0.120990
903.313000,-0.064681
906.313000,-0.010807
909.314000,0.041378
912.314000,0.090524
915.314000,0.139007
918.314000,0.187620
921.312000,0.233614
924.312000,0.274564
927.312000,0.315562
930.313000,0.356478
933.313000,0.390041
936.311000,0.397934
939.311000,0.454862
942.311000,0.491137
945.311000,0.518571
948.312000,0.544138
951.310000,0.571069
954.311000,0.596096
957.311000,0.620245
960.309000,0.636287
963.309000,0.652353
966.309000,0.666148
969.310000,0.683622
972.310000,0.691882
975.309000,0.702869
978.309000,0.709580
981.309000,0.712646
984.308000,0.717320
987.309000,0.711643
990.309000,0.715770
993.307000,0.710821
996.307000,0.707377
999.307000,0.699670
1002.307000,0.690108
1005.307000,0.679406
1008.306000,0.668341
1011.306000,0.649328
1014.306000,0.631236
1017.306000,0.607630
1020.306000,0.581111
1023.304000,0.557505
1026.305000,0.531666
1029.305000,0.505116
1032.305000,0.480150
1035.305000,0.450721
1038.303000,0.420405
1041.303000,0.386318
1044.303000,0.352993
1047.303000,0.320297
1050.303000,0.282930
1053.303000,0.245145
1056.303000,0.205664
1059.303000,0.164622
1062.301000,0.122367
1065.302000,0.076818
1068.302000,0.031693
1071.302000,-0.013560
1074.302000,-0.064552
1077.302000,-0.114599
1080.300000,-0.160125
1083.300000,-0.211899
1086.301000,-0.266705
1089.301000,-0.314273
1092.301000,-0.359241
1095.299000,-0.423576
1098.299000,-0.477002
1101.299000,-0.523425
1104.300000,-0.586339
1107.300000,-0.645394
1110.298000,-0.702029
1113.298000,-0.765763
1116.298000,-0.810737
1119.298000,-0.884020
1122.298000,-0.949449
1125.297000,-1.015993
1128.297000,-1.081705
1131.297000,-1.145088
1134.297000,-1.208080
1137.297000,-1.265619
1140.297000,-1.322132
1143.296000,-1.379501
1146.296000,-1.435701
1149.296000,-1.493523
1152.296000,-1.554655
1155.296000,-1.619921
1158.294000,-1.689719
1161.294000,-1.761149
1164.296000,-1.831579
1167.294000,-1.895407
1170.294000,-1.952929
1173.293000,-2.005403
1176.293000,-2.056195
1179.293000,-2.107686
1182.294000,-2.162608
1185.294000,-2.223706
1188.294000,-2.292478
1191.292000,-2.364594
1194.292000,-2.429367
1197.292000,-2.484109
1200.292000,-2.534604
1203.293000,-2.576941
1206.291000,-2.619026
1209.291000,-2.666670
1212.291000,-2.716758
1215.291000,-2.770238
1218.291000,-2.834182
1221.292000,-2.899574
1224.290000,-2.951031
1227.290000,-2.994208
1230.290000,-3.031677
1233.290000,-3.062969
1236.290000,-3.096219
1239.288000,-3.132287
1242.289000,-3.172306
1245.289000,-3.218164
1248.289000,-3.267701
1251.289000,-3.322688
1254.288000,-3.364236
1257.288000,-3.400984
1260.287000,-3.429710
1263.287000,-3.454784
1266.287000,-3.478329
1269.287000,-3.497124
1272.287000,-3.520458
1275.286000,-3.540107
1278.286000,-3.561017
1281.287000,-3.580945
1284.285000,-3.605040
1287.285000,-3.626555
1290.285000,-3.648166
1293.285000,-3.670483
1296.285000,-3.691818
1299.286000,-3.709886
1302.284000,-3.725136
1305.284000,-3.739458
1308.283000,-3.744789
1311.283000,-3.757890
1314.283000,-3.757601
1317.283000,-3.762870
1320.284000,-3.757329
1323.284000,-3.759131
1326.282000,-3.760691
1329.282000,-3.744778
1332.282000,-3.738819
1335.282000,-3.726452
1338.283000,-3.713677
1341.281000,-3.698729
1344.281000,-3.686396
1347.281000,-3.665054
1350.281000,-3.648040
1353.281000,-3.623911
1356.279000,-3.602358
1359.280000,-3.580795
1362.280000,-3.560059
1365.280000,-3.541528
1368.280000,-3.522936
1371.278000,-3.500894
1374.278000,-3.481490
1377.279000,-3.467977
1380.279000,-3.442950
1383.279000,-3.417461
1386.279000,-3.395293
1389.277000,-3.367064
1392.277000,-3.330377
1395.277000,-3.287687
1398.278000,-3.240336
1401.278000,-3.190173
1404.276000,-3.146922
1407.276000,-3.109178
1410.276000,-3.075340
1413.276000,-3.047590
1416.277000,-3.013092
1419.277000,-2.980525
1422.275000,-2.941754
1425.275000,-2.900481
1428.275000,-2.850363
1431.275000,-2.790774
1434.275000,-2.732575
1437.274000,-2.678541
1440.274000,-2.632356
1443.274000,-2.590665
1446.274000,-2.552417
1449.274000,-2.514194
1452.272000,-2.473377
1455.273000,-2.426818
1458.273000,-2.376104
1461.273000,-2.316267
1464.273000,-2.252497
1467.273000,-2.192027
1470.271000,-2.135620
1473.271000,-2.087381
1476.272000,-2.042202
1479.272000,-2.000209
1482.272000,-1.956539
1485.270000,-1.911864
1488.270000,-1.863673
1491.270000,-1.809105
1494.271000,-1.755475
1497.271000,-1.696916
1500.269000,-1.638663
1503.269000,-1.582541
1506.269000,-1.528846
1509.268000,-1.475118
1512.268000,-1.433029
1515.269000,-1.388840
1518.269000,-1.342719
1521.269000,-1.301317
1524.268000,-1.255557
1527.268000,-1.211483
1530.268000,-1.164339
1533.268000,-1.119062
1536.268000,-1.070681
1539.266000,-1.024679
1542.267000,-0.975982
1545.267000,-0.931211
1548.265000,-0.885366
1551.265000,-0.861151
1554.267000,-0.802949
1557.265000,-0.771589
1560.265000,-0.734365
1563.265000,-0.680181
1566.265000,-0.643820
1569.265000,-0.608164
