Time(s),Position(V)
651.322000,0.801841
654.322000,0.803211
657.320000,0.801630
660.320000,0.816435
663.320000,0.846089
666.320000,0.855128
669.321000,0.868358
672.319000,0.865180
675.319000,0.859785
678.319000,0.865948
681.319000,0.859697
684.319000,0.855148
687.319000,0.856042
690.319000,0.848091
693.319000,0.837060
696.317000,0.835108
699.317000,0.820497
702.317000,0.809388
705.317000,0.796388
708.318000,0.796732
711.318000,0.767524
714.316000,0.753616
717.316000,0.733373
720.316000,0.716753
723.316000,0.697828
726.316000,0.673158
729.315000,0.651106
732.315000,0.628754
735.315000,0.603316
738.315000,0.577076
741.315000,0.549744
744.313000,0.520376
747.314000,0.489699
750.314000,0.455922
753.314000,0.423729
756.314000,0.389218
759.314000,0.353952
762.312000,0.321225
765.312000,0.287241
768.313000,0.245761
771.312000,0.206851
774.312000,0.166546
777.312000,0.124621
780.312000,0.083270
783.312000,0.041049
786.311000,0.001870
789.311000,-0.044730
792.311000,-0.089443
795.311000,-0.134928
798.310000,-0.176741
801.310000,-0.222155
804.310000,-0.252152
807.311000,-0.312961
810.309000,-0.362614
813.309000,-0.407748
816.309000,-0.454610
819.309000,-0.499296
822.309000,-0.548017
825.308000,-0.598210
828.308000,-0.643790
831.308000,-0.694530
834.308000,-0.748636
837.308000,-0.779513
840.306000,-0.833065
843.306000,-0.893766
846.307000,-0.944112
849.307000,-0.996668
852.306000,-1.046089
855.306000,-1.098107
858.306000,-1.144819
861.305000,-1.190767
864.306000,-1.236404
867.306000,-1.281138
870.306000,-1.323414
873.304000,-1.367175
876.304000,-1.408553
879.304000,-1.450387
882.304000,-1.494498
885.305000,-1.540500
888.303000,-1.587559
891.303000,-1.635039
894.304000,-1.682886
897.302000,-1.728901
900.302000,-1.774604
903.303000,-1.817423
906.302000,-1.855783
909.302000,-1.893374
912.302000,-1.927654
915.302000,-1.960119
918.302000,-1.991918
921.300000,-2.019548
924.301000,-2.048250
927.301000,-2.078587
930.301000,-2.106279
933.301000,-2.137982
936.299000,-2.171164
939.299000,-2.201569
942.300000,-2.235764
945.300000,-2.268314
948.300000,-2.298617
951.300000,-2.329066
954.298000,-2.357241
957.298000,-2.383240
960.298000,-2.404837
963.299000,-2.424207
966.299000,-2.437046
969.297000,-2.457593
972.297000,-2.470065
975.297000,-2.482310
978.297000,-2.494627
981.298000,-2.505124
984.296000,-2.516132
987.296000,-2.518712
990.296000,-2.532612
993.296000,-2.537042
996.296000,-2.536437
999.296000,-2.547094
1002.295000,-2.549718
1005.295000,-2.547668
1008.295000,-2.551676
1011.295000,-2.542154
1014.295000,-2.532609
1017.293000,-2.538252
1020.294000,-2.517206
1023.294000,-2.516115
1026.294000,-2.512124
1029.294000,-2.518324
1032.292000,-2.501004
1035.292000,-2.497139
1038.292000,-2.497584
1041.293000,-2.477405
1044.293000,-2.464460
1047.293000,-2.450933
1050.291000,-2.439345
1053.291000,-2.425142
1056.291000,-2.409392
1059.292000,-2.391759
1062.292000,-2.372396
1065.290000,-2.351649
1068.290000,-2.327801
1071.290000,-2.301207
1074.290000,-2.272176
1077.290000,-2.246299
1080.289000,-2.214314
1083.289000,-2.181849
1086.289000,-2.151454
1089.289000,-2.118735
1092.289000,-2.090356
1095.289000,-2.061287
1098.288000,-2.032725
1101.288000,-2.008153
1104.288000,-1.982080
1107.288000,-1.953660
1110.288000,-1.925309
1113.286000,-1.895757
1116.286000,-1.862983
1119.287000,-1.830600
1122.287000,-1.797190
1125.287000,-1.761023
1128.285000,-1.722055
1131.285000,-1.680711
1134.285000,-1.637860
1137.286000,-1.598746
1140.286000,-1.554828
1143.284000,-1.512832
1146.284000,-1.474775
1149.284000,-1.437632
1152.284000,-1.400201
1155.284000,-1.363429
1158.285000,-1.330410
1161.283000,-1.292380
1164.283000,-1.254214
1167.283000,-1.215912
1170.283000,-1.181228
1173.282000,-1.143436
1176.283000,-1.102727
1179.283000,-1.063270
1182.283000,-1.019349
1185.281000,-0.976716
1188.281000,-0.939543
1191.281000,-0.895092
1194.281000,-0.856028
1197.282000,-0.817734
1200.280000,-0.779041
1203.280000,-0.742884
1206.280000,-0.754211
1209.280000,-0.687456
1212.280000,-0.633972
1215.281000,-0.615952
1218.279000,-0.581070
1221.279000,-0.530472
1224.279000,-0.515219
1227.279000,-0.462452
1230.278000,-0.454464
1233.278000,-0.427540
1236.278000,-0.366329
1239.278000,-0.335945
1242.278000,-0.304296
1245.278000,-0.293904
1248.276000,-0.250306
1251.276000,-0.250918
1254.277000,-0.204600
1257.277000,-0.167821
1260.277000,-0.142662
1263.275000,-0.118872
1266.275000,-0.092017
1269.275000,-0.069699
1272.275000,-0.045073
1275.276000,-0.021685
1278.276000,-0.003818
1281.274000,0.020441
1284.274000,0.022284
1287.274000,0.030925
1290.274000,0.068594
1293.275000,0.088114
1296.273000,0.089498
1299.273000,0.118499
1302.273000,0.127660
1305.273000,0.144719
1308.273000,0.145052
1311.273000,0.152140
1314.272000,0.178346
1317.272000,0.173872
1320.272000,0.179594
1323.272000,0.195921
1326.272000,0.203529
1329.270000,0.192321
1332.271000,0.202193
1335.271000,0.194120
1338.271000,0.204284
1341.271000,0.203036
1344.269000,0.205158
1347.269000,0.194980
1350.270000,0.193059
1353.269000,0.188150
1356.269000,0.178863
1359.269000,0.176741
1362.269000,0.175072
1365.269000,0.164231
1368.267000,0.161617
1371.268000,0.152520
1374.268000,0.139534
1377.267000,0.133181
1380.267000,0.122044
1383.267000,0.104245
1386.267000,0.091830
1389.267000,0.082801
1392.266000,0.065569
1395.266000,0.052682
1398.266000,0.033815
1401.266000,0.019799
1404.265000,-0.000370
1407.265000,-0.019506
1410.265000,-0.033073
1413.266000,-0.057794
1416.264000,-0.076988
1419.264000,-0.097575
1422.264000,-0.120878
1425.264000,-0.140714
1428.264000,-0.160047
1431.264000,-0.183690
1434.264000,-0.207707
1437.263000,-0.231949
1440.263000,-0.258719
1443.263000,-0.282978
1446.263000,-0.306676
1449.261000,-0.334119
1452.262000,-0.360054
1455.262000,-0.387304
1458.262000,-0.414731
1461.262000,-0.441362
1464.260000,-0.467739
1467.260000,-0.491681
1470.261000,-0.518680
1473.261000,-0.547881
1476.261000,-0.576973
1479.261000,-0.606290
1482.259000,-0.634683
1485.259000,-0.664717
1488.259000,-0.695700
1491.260000,-0.724898
1494.260000,-0.755982
1497.258000,-0.770481
1500.258000,-0.805383
1503.258000,-0.844956
1506.258000,-0.879437
1509.258000,-0.909924
1512.258000,-0.940910
1515.258000,-0.971790
1518.258000,-1.002056
1521.256000,-1.035200
1524.256000,-1.064551
1527.256000,-1.093739
1530.257000,-1.123301
1533.257000,-1.152139
1536.255000,-1.178559
1539.256000,-1.206547
1542.256000,-1.231944
1545.254000,-1.258593
1548.255000,-1.283004
1551.254000,-1.307259
1554.255000,-1.331416
1557.255000,-1.356674
1560.253000,-1.377744
1563.253000,-1.402403
1566.253000,-1.424524
1569.254000,-1.443598
1572.254000,-1.465739
1575.252000,-1.489821
1578.252000,-1.513046
1581.253000,-1.534102
1584.252000,-1.557616
1587.253000,-1.579743
1590.253000,-1.602441
1593.251000,-1.621910
1596.251000,-1.646107
1599.251000,-1.666079
1602.251000,-1.685861
1605.251000,-1.701699
1608.250000,-1.720484
1611.250000,-1.739698
1614.250000,-1.754700
1617.250000,-1.767149
1620.250000,-1.782089
1623.250000,-1.797751
1626.249000,-1.809662
1629.249000,-1.819980
1632.249000,-1.829767
1635.249000,-1.842277
1638.249000,-1.851863
1641.247000,-1.857034
1644.247000,-1.861062
1647.248000,-1.867355
1650.248000,-1.870686
1653.248000,-1.875017
1656.246000,-1.873276
1659.246000,-1.881374
1662.246000,-1.861592
1665.247000,-1.873004
1668.247000,-1.886619
1671.247000,-1.884087
1674.245000,-1.882815
1677.245000,-1.859332
1680.245000,-1.850180
1683.245000,-1.867664
1686.246000,-1.864995
1689.244000,-1.837331
1692.244000,-1.841974
1695.244000,-1.825194
1698.244000,-1.818977
1701.244000,-1.813126
1704.243000,-1.804689
1707.243000,-1.799654
1710.243000,-1.783820
1713.243000,-1.774029
1716.243000,-1.760679
1719.243000,-1.751586
1722.241000,-1.736197
1725.242000,-1.719298
1728.241000,-1.703001
1731.241000,-1.684753
1734.241000,-1.670505
1737.241000,-1.650744
1740.241000,-1.632608
1743.242000,-1.617960
1746.240000,-1.594657
1749.240000,-1.573519
1752.240000,-1.554516
1755.240000,-1.537219
1758.240000,-1.513773
1761.240000,-1.495671
1764.239000,-1.478140
1767.239000,-1.453926
1770.239000,-1.433896
1773.239000,-1.412558
1776.237000,-1.395054
1779.237000,-1.373437
1782.238000,-1.351452
1785.238000,-1.331277
1788.238000,-1.312583
1791.236000,-1.288651
1794.236000,-1.268251
1797.236000,-1.247266
1800.236000,-1.224918
1803.237000,-1.205099
1806.237000,-1.181693
1809.235000,-1.158866
1812.235000,-1.140047
1815.235000,-1.111542
1818.235000,-1.086536
1821.236000,-1.067574
1824.234000,-1.038987
1827.234000,-1.013947
1830.234000,-0.989838
1833.234000,-0.965501
1836.234000,-0.940158
1839.234000,-0.913887
1842.233000,-0.888650
1845.233000,-0.867022
1848.233000,-0.841183
1851.233000,-0.815582
1854.233000,-0.792102
1857.231000,-0.768169
1860.232000,-0.745967
1863.232000,-0.752471
1866.232000,-0.716481
1869.232000,-0.677145
1872.230000,-0.655674
1875.230000,-0.634217
1878.230000,-0.615231
1881.231000,-0.594521
1884.231000,-0.575926
1887.231000,-0.550063
1890.229000,-0.534320
1893.229000,-0.520665
1896.229000,-0.510201
1899.230000,-0.480684
1902.230000,-0.463734
1905.228000,-0.469149
1908.228000,-0.449137
1911.228000,-0.435277
1914.228000,-0.405331
1917.228000,-0.378652
1920.227000,-0.364538
1923.227000,-0.343325
1926.227000,-0.327701
1929.227000,-0.322646
1932.227000,-0.306924
1935.225000,-0.305673
1938.226000,-0.280445
1941.227000,-0.275142
1944.225000,-0.265712
1947.225000,-0.247610
1950.225000,-0.249167
1953.225000,-0.254480
1956.225000,-0.253046
1959.225000,-0.246522
1962.225000,-0.233832
1965.225000,-0.218324
1968.223000,-0.189833
1971.223000,-0.210070
1974.223000,-0.189316
1977.224000,-0.194585
1980.224000,-0.197012
1983.224000,-0.179321
1986.223000,-0.180766
1989.223000,-0.163681
1992.222000,-0.160220
1995.222000,-0.173542
1998.223000,-0.190404
2001.221000,-0.189088
2004.221000,-0.187490
2007.221000,-0.194221
2010.221000,-0.191189
2013.221000,-0.193259
2016.220000,-0.184689
2019.220000,-0.201353
2022.220000,-0.208615
2025.220000,-0.213986
2028.220000,-0.220251
2031.218000,-0.218721
2034.218000,-0.229419
2037.219000,-0.236813
2040.219000,-0.243904
2043.218000,-0.245094
2046.218000,-0.246338
2049.218000,-0.262347
2052.218000,-0.277627
2055.219000,-0.288169
2058.217000,-0.299843
2061.217000,-0.306618
2064.217000,-0.317601
2067.217000,-0.331165
2070.217000,-0.339868
2073.215000,-0.355291
2076.216000,-0.370038
2079.216000,-0.382650
2082.215000,-0.396387
2085.215000,-0.407752
2088.215000,-0.423954
2091.215000,-0.436640
2094.216000,-0.454134
2097.214000,-0.465101
2100.214000,-0.460522
2103.214000,-0.479331
2106.214000,-0.511595
2109.214000,-0.530115
2112.212000,-0.545641
2115.213000,-0.562121
2118.213000,-0.577313
2121.213000,-0.598336
2124.213000,-0.615792
2127.211000,-0.632143
2130.211000,-0.640618
2133.212000,-0.652591
2136.212000,-0.681677
2139.212000,-0.702281
2142.212000,-0.721257
2145.210000,-0.738179
2148.210000,-0.753127
2151.210000,-0.757345
2154.211000,-0.796110
2157.211000,-0.809425
2160.211000,-0.831631
2163.209000,-0.850579
2166.209000,-0.869127
2169.209000,-0.886930
2172.210000,-0.907279
2175.210000,-0.926486
2178.209000,-0.945506
2181.209000,-0.962625
2184.207000,-0.979480
2187.207000,-0.998422
2190.207000,-1.017183
2193.208000,-1.034102
2196.208000,-1.050144
2199.208000,-1.068029
2202.206000,-1.085638
2205.207000,-1.102153
2208.205000,-1.116835
2211.206000,-1.129841
2214.206000,-1.148076
2217.206000,-1.158733
2220.206000,-1.172025
2223.206000,-1.189329
2226.204000,-1.202070
2229.204000,-1.213006
2232.205000,-1.221178
2235.205000,-1.240045
2238.205000,-1.249095
2241.203000,-1.260609
2244.203000,-1.270929
2247.203000,-1.281369
2250.204000,-1.290976
2253.204000,-1.297533
2256.202000,-1.309197
2259.202000,-1.316768
2262.202000,-1.324957
2265.202000,-1.332344
2268.202000,-1.338531
2271.203000,-1.344534
2274.201000,-1.352105
2277.201000,-1.361607
2280.201000,-1.365863
2283.201000,-1.373318
2286.201000,-1.373777
2289.200000,-1.377448
2292.200000,-1.382231
2295.200000,-1.387177
2298.199000,-1.390315
2301.199000,-1.395322
2304.199000,-1.383156
2307.199000,-1.381578
2310.199000,-1.392803
2313.199000,-1.395537
2316.199000,-1.377268
2319.199000,-1.391362
2322.197000,-1.403406
2325.197000,-1.391967
2328.198000,-1.379851
2331.198000,-1.401336
2334.198000,-1.395910
2337.196000,-1.375483
2340.196000,-1.390465
2343.195000,-1.373600
2346.195000,-1.372781
2349.196000,-1.364547
2352.196000,-1.375901
2355.196000,-1.361508
2358.196000,-1.366206
2361.194000,-1.342158
2364.194000,-1.345524
2367.195000,-1.343878
2370.195000,-1.331450
2373.195000,-1.319678
2376.193000,-1.319725
2379.193000,-1.306661
2382.194000,-1.292869
2385.192000,-1.300953
2388.193000,-1.280512
2391.193000,-1.278333
2394.193000,-1.280696
2397.193000,-1.253589
2400.191000,-1.245291
2403.192000,-1.242857
2406.193000,-1.232828
2409.191000,-1.214417
2412.191000,-1.207482
2415.191000,-1.214294
2418.191000,-1.189356
2421.191000,-1.184240
2424.189000,-1.159930
2427.190000,-1.147546
2430.190000,-1.142994
2433.189000,-1.126942
2436.189000,-1.116730
2439.189000,-1.104138
2442.189000,-1.091954
2445.190000,-1.078272
2448.189000,-1.065428
2451.189000,-1.055291
2454.189000,-1.040680
2457.187000,-1.025815
2460.187000,-1.008926
2463.187000,-1.009664
2466.188000,-0.991426
2469.188000,-0.970393
2472.186000,-0.961690
2475.186000,-0.941800
2478.186000,-0.927845
2481.186000,-0.927339
2484.187000,-0.901082
2487.187000,-0.883618
2490.185000,-0.882313
2493.185000,-0.875735
2496.185000,-0.863222
2499.184000,-0.827194
2502.184000,-0.835353
2505.185000,-0.808065
2508.185000,-0.790980
2511.185000,-0.777168
2514.183000,-0.764301
2517.183000,-0.765831
2520.183000,-0.740855
2523.184000,-0.748218
2526.184000,-0.744805
2529.182000,-0.719153
2532.182000,-0.687643
2535.182000,-0.678645
2538.182000,-0.671839
2541.182000,-0.661063
2544.181000,-0.648077
2547.181000,-0.642117
2550.181000,-0.626378
2553.181000,-0.621432
2556.181000,-0.619688
2559.179000,-0.607365
2562.180000,-0.589694
2565.180000,-0.601144
2568.180000,-0.574471
2571.180000,-0.565320
2574.180000,-0.558052
2577.178000,-0.555282
2580.179000,-0.540331
2583.178000,-0.544716
2586.178000,-0.537567
2589.178000,-0.531597
2592.178000,-0.515504
2595.177000,-0.507805
2598.177000,-0.494353
2601.178000,-0.503718
2604.178000,-0.484614
2607.178000,-0.482890
2610.176000,-0.474762
2613.176000,-0.491933
2616.176000,-0.475183
2619.176000,-0.464818
2622.177000,-0.470533
2625.175000,-0.473161
2628.175000,-0.475228
2631.175000,-0.472341
2634.175000,-0.468051
2637.175000,-0.452047
2640.173000,-0.467327
2643.174000,-0.445584
2646.174000,-0.452077
2649.174000,-0.463064
2652.174000,-0.456684
2655.174000,-0.450908
2658.172000,-0.450085
2661.173000,-0.466069
2664.173000,-0.467181
2667.172000,-0.447682
2670.172000,-0.461987
2673.172000,-0.471063
2676.172000,-0.462021
2679.171000,-0.469401
2682.171000,-0.474517
2685.171000,-0.476693
2688.170000,-0.478685
2691.170000,-0.485491
2694.170000,-0.489261
2697.170000,-0.498643
2700.171000,-0.478804
2703.171000,-0.502077
2706.169000,-0.509447
2709.169000,-0.515967
2712.169000,-0.518761
2715.169000,-0.525421
2718.169000,-0.536255
2721.168000,-0.537645
2724.168000,-0.545671
2727.168000,-0.552317
2730.168000,-0.559123
2733.168000,-0.564321
2736.166000,-0.574254
2739.167000,-0.583470
2742.167000,-0.589633
2745.167000,-0.590265
2748.167000,-0.610570
2751.167000,-0.607864
2754.165000,-0.626041
2757.165000,-0.634931
2760.166000,-0.633286
2763.166000,-0.650154
2766.166000,-0.654648
2769.164000,-0.666406
2772.164000,-0.675500
2775.164000,-0.687432
2778.165000,-0.696668
2781.165000,-0.704953
2784.163000,-0.717028
2787.163000,-0.724058
2790.163000,-0.734056
2793.163000,-0.744285
2796.163000,-0.742809
2799.162000,-0.764161
2802.162000,-0.773935
2805.162000,-0.785150
2808.162000,-0.793896
2811.162000,-0.799774
2814.162000,-0.811275
2817.161000,-0.825790
2820.161000,-0.833867
2823.161000,-0.842074
2826.161000,-0.854009
2829.161000,-0.863854
2832.159000,-0.873621
2835.159000,-0.883119
2838.160000,-0.882051
2841.160000,-0.905120
2844.160000,-0.914465
2847.160000,-0.923861
2850.158000,-0.929049
2853.158000,-0.941488
2856.158000,-0.952175
2859.158000,-0.959647
2862.158000,-0.967126
2865.158000,-0.971794
2868.158000,-0.982526
2871.158000,-0.993690
2874.156000,-0.998194
2877.157000,-1.005948
2880.157000,-1.010571
2883.157000,-1.017479
2886.157000,-1.031301
2889.155000,-1.036893
2892.155000,-1.045222
2895.156000,-1.048503
2898.156000,-1.048978
2901.156000,-1.040640
2904.154000,-1.070409
2907.154000,-1.077962
2910.154000,-1.081457
2913.154000,-1.087212
2916.155000,-1.089378
2919.153000,-1.092050
2922.153000,-1.102163
2925.153000,-1.100745
2928.153000,-1.083646
2931.153000,-1.111104
2934.154000,-1.115897
2937.152000,-1.119891
2940.152000,-1.117610
2943.152000,-1.128342
2946.152000,-1.126354
2949.152000,-1.128563
2952.150000,-1.125256
2955.151000,-1.121271
2958.151000,-1.128798
2961.151000,-1.110342
2964.151000,-1.123365
2967.151000,-1.133227
2970.149000,-1.121176
2973.150000,-1.115241
2976.150000,-1.128169
2979.150000,-1.128709
2982.150000,-1.132289
2985.148000,-1.123726
2988.148000,-1.109713
2991.148000,-1.128550
2994.149000,-1.126609
2997.149000,-1.100776
3000.147000,-1.116223
3003.147000,-1.111423
3006.147000,-1.096700
3009.147000,-1.110050
3012.148000,-1.087787
3015.148000,-1.090496
3018.146000,-1.086597
3021.146000,-1.077452
3024.146000,-1.080556
3027.146000,-1.074995
3030.146000,-1.064470
3033.145000,-1.076891
3036.145000,-1.081178
3039.145000,-1.057950
3042.145000,-1.064126
3045.145000,-1.042992
3048.143000,-1.052130
3051.144000,-1.035806
3054.144000,-1.033555
3057.144000,-1.013583
3060.143000,-1.011085
3063.143000,-1.015779
3066.143000,-0.995753
3069.143000,-0.988186
3072.143000,-0.989593
3075.143000,-0.986323
3078.143000,-0.972412
3081.141000,-0.970009
3084.141000,-0.960528
3087.141000,-0.953464
3090.142000,-0.944248
3093.142000,-0.925493
3096.140000,-0.921546
3099.140000,-0.929253
3102.140000,-0.911820
3105.140000,-0.910515
3108.140000,-0.896071
3111.140000,-0.883941
3114.140000,-0.889034
3117.140000,-0.862916
3120.138000,-0.868199
3123.138000,-0.841618
3126.138000,-0.836709
3129.139000,-0.826103
3132.139000,-0.836573
3135.139000,-0.818410
3138.137000,-0.810724
3141.137000,-0.798595
3144.137000,-0.806186
3147.137000,-0.776382
3150.138000,-0.771453
3153.136000,-0.774210
3156.136000,-0.752144
3159.136000,-0.749081
3162.136000,-0.739182
3165.136000,-0.750067
3168.135000,-0.726169
3171.135000,-0.715746
3174.135000,-0.710579
3177.135000,-0.699272
3180.135000,-0.712904
3183.135000,-0.695968
3186.133000,-0.690716
3189.134000,-0.685100
3192.134000,-0.676880
3195.134000,-0.676173
3198.134000,-0.665985
3201.132000,-0.657493
3204.132000,-0.662623
3207.134000,-0.643219
3210.132000,-0.629604
3213.132000,-0.649651
3216.132000,-0.629046
3219.132000,-0.638762
3222.132000,-0.616118
3225.130000,-0.629424
3228.131000,-0.609958
3231.131000,-0.624512
3234.131000,-0.601892
3237.131000,-0.615289
3240.129000,-0.586013
3243.129000,-0.595871
3246.130000,-0.602235
3249.130000,-0.575661
3252.130000,-0.596503
3255.129000,-0.587063
3258.129000,-0.565555
3261.129000,-0.590238
3264.127000,-0.579554
3267.128000,-0.570096
3270.129000,-0.580856
3273.127000,-0.558460
3276.127000,-0.582144
3279.127000,-0.559272
3282.126000,-0.586523
3285.127000,-0.579866
3288.127000,-0.562900
3291.127000,-0.567516
3294.127000,-0.574930
3297.125000,-0.552256
3300.125000,-0.547442
3303.125000,-0.556383
3306.126000,-0.568917
3309.126000,-0.588059
3312.124000,-0.587961
3315.124000,-0.576518
3318.124000,-0.561220
3321.124000,-0.589365
3324.125000,-0.585829
3327.125000,-0.590548
3330.123000,-0.582045
3333.123000,-0.566870
3336.122000,-0.599111
3339.122000,-0.598312
3342.122000,-0.602833
3345.123000,-0.603952
3348.123000,-0.608028
3351.121000,-0.608500
3354.121000,-0.604033
3357.121000,-0.624399
3360.121000,-0.625280
3363.122000,-0.628989
3366.122000,-0.636535
3369.120000,-0.637933
3372.120000,-0.615632
3375.120000,-0.637222
3378.120000,-0.642036
3381.120000,-0.645143
3384.119000,-0.629176
3387.119000,-0.656001
3390.119000,-0.661841
3393.119000,-0.672454
3396.119000,-0.672889
3399.119000,-0.682656
3402.118000,-0.688411
3405.118000,-0.692127
3408.118000,-0.700483
3411.118000,-0.707465
3414.118000,-0.710722
3417.116000,-0.717874
3420.116000,-0.720506
3423.117000,-0.728341
3426.116000,-0.733954
3429.116000,-0.741657
3432.116000,-0.751859
3435.116000,-0.747902
3438.116000,-0.761700
3441.115000,-0.762693
3444.115000,-0.775295
3447.115000,-0.777800
3450.115000,-0.786170
3453.115000,-0.788974
3456.113000,-0.799271
3459.113000,-0.801620
3462.114000,-0.809163
3465.114000,-0.815320
3468.114000,-0.824696
3471.114000,-0.832922
3474.113000,-0.834649
3477.113000,-0.834201
3480.112000,-0.847010
3483.112000,-0.849984
3486.112000,-0.861835
3489.112000,-0.856967
3492.112000,-0.871394
3495.112000,-0.876174
3498.110000,-0.877683
3501.111000,-0.889326
3504.111000,-0.897672
3507.111000,-0.899644
3510.110000,-0.912082
3513.110000,-0.908234
3516.110000,-0.921356
3519.111000,-0.925870
3522.109000,-0.925004
3525.109000,-0.933580
3528.109000,-0.941596
3531.109000,-0.946196
3534.109000,-0.951139
3537.107000,-0.955361
3540.108000,-0.960409
3543.108000,-0.957570
3546.108000,-0.970250
3549.108000,-0.968357
3552.106000,-0.976842
3555.106000,-0.971386
3558.107000,-0.978841
3561.107000,-0.979878
3564.107000,-0.989070
3567.105000,-0.981819
3570.105000,-0.992133
3573.105000,-0.990385
3576.105000,-0.996695
3579.106000,-1.006009
3582.106000,-1.006227
3585.106000,-1.004476
3588.104000,-0.986513
3591.104000,-1.007073
3594.104000,-1.007335
3597.105000,-0.987839
3600.103000,-0.998337
3603.104000,-1.004972
3606.104000,-0.989332
3609.102000,-1.010395
3612.102000,-0.997789
3615.102000,-0.998140
