Time(s),Position(V)
0.357000,2.828029
3.380000,2.811881
6.380000,2.811474
9.379000,2.817803
12.379000,2.818568
15.379000,2.791746
18.379000,2.782133
21.379000,2.765812
24.377000,2.749671
27.378000,2.731647
30.378000,2.710102
33.378000,2.686037
36.378000,2.661703
39.378000,2.634379
42.376000,2.604990
45.376000,2.569731
48.377000,2.536831
51.377000,2.497955
54.377000,2.457205
57.375000,2.414563
60.376000,2.371910
63.376000,2.324001
66.375000,2.279121
69.375000,2.229839
72.375000,2.177974
75.375000,2.125710
78.375000,2.073576
81.373000,2.017835
84.373000,1.961360
87.374000,1.904178
90.374000,1.845248
93.374000,1.786288
96.372000,1.728922
99.372000,1.668330
102.372000,1.606820
105.373000,1.545514
108.373000,1.480659
111.373000,1.417562
114.371000,1.349661
117.371000,1.286349
120.371000,1.218279
123.371000,1.154403
126.371000,1.086798
129.370000,1.019145
132.370000,0.959763
135.369000,0.883823
138.369000,0.821341
141.369000,0.747426
144.370000,0.681714
147.370000,0.612950
150.370000,0.544346
153.368000,0.476044
156.368000,0.405620
159.368000,0.337043
162.368000,0.267052
165.369000,0.195003
168.367000,0.126538
171.367000,0.054657
174.367000,-0.016256
177.367000,-0.086934
180.367000,-0.156606
183.368000,-0.226836
186.366000,-0.288771
189.366000,-0.364252
192.366000,-0.432197
195.366000,-0.493826
198.366000,-0.565612
201.364000,-0.632932
204.365000,-0.701571
207.365000,-0.770104
210.365000,-0.836046
213.365000,-0.905763
216.363000,-0.971913
219.363000,-1.039977
222.364000,-1.104396
225.364000,-1.166073
228.364000,-1.224799
231.364000,-1.280761
234.362000,-1.335981
237.362000,-1.388948
240.362000,-1.443360
243.363000,-1.500631
246.363000,-1.557347
249.361000,-1.620244
252.361000,-1.681635
255.361000,-1.743424
258.361000,-1.800392
261.362000,-1.853243
264.360000,-1.902311
267.360000,-1.946718
270.360000,-1.985523
273.360000,-2.025430
276.360000,-2.064904
279.358000,-2.102934
282.359000,-2.141861
285.359000,-2.182971
288.359000,-2.228279
291.359000,-2.274229
294.359000,-2.318065
297.357000,-2.358451
300.358000,-2.394570
303.358000,-2.428810
306.358000,-2.454965
309.358000,-2.478612
312.356000,-2.504301
315.356000,-2.525235
318.356000,-2.544690
321.357000,-2.565927
324.357000,-2.584056
327.357000,-2.600472
330.355000,-2.613373
333.355000,-2.630955
336.355000,-2.643084
339.356000,-2.655720
342.356000,-2.668645
345.354000,-2.679397
348.354000,-2.687430
351.354000,-2.692594
354.354000,-2.698740
357.354000,-2.705189
360.353000,-2.697972
363.353000,-2.692720
366.353000,-2.682059
369.353000,-2.679615
372.353000,-2.676018
375.351000,-2.668509
378.352000,-2.663597
381.352000,-2.654877
384.352000,-2.647878
387.352000,-2.637768
390.352000,-2.627420
393.350000,-2.610915
396.350000,-2.596417
399.351000,-2.580317
402.351000,-2.562728
405.351000,-2.552424
408.349000,-2.532531
411.349000,-2.515282
414.349000,-2.499637
417.350000,-2.475222
420.350000,-2.454578
423.348000,-2.432189
426.348000,-2.404745
429.348000,-2.375904
432.348000,-2.342055
435.348000,-2.305797
438.349000,-2.268579
441.347000,-2.229401
444.347000,-2.189454
447.347000,-2.149343
450.347000,-2.111500
453.347000,-2.075089
456.346000,-2.041478
459.346000,-2.009282
462.346000,-1.977259
465.346000,-1.942530
468.346000,-1.907825
471.344000,-1.872308
474.344000,-1.833023
477.345000,-1.791669
480.345000,-1.750403
483.345000,-1.699649
486.345000,-1.649707
489.343000,-1.601265
492.343000,-1.552724
495.344000,-1.504353
498.344000,-1.460405
501.344000,-1.418299
504.342000,-1.376398
507.342000,-1.334632
510.342000,-1.290364
